"Receipt_ID","Purchase_date","Store_Name","City","State","Region","Customer_Segment","Category","sub_category","Quantity","Unit_Price","Sales","Discount","Profit","Payment_Method"
"TXN-00000264","2024-06-27","ShopEase","Orlando","Florida","South","Corporate","Groceries","Fruits",6,878.01,5268.06,0.0,1165.77,"Cash"
"TXN-00002016","2024-11-02","QuickBuy","San Francisco","California","West","Home Office","Clothing","Kids",2,80.83,161.66,0.0,26.4,"Credit Card"
"TXN-00003260","2025-01-31","Metro Store","Boston","Massachusetts","East","Consumer","Home & Kitchen","Furniture",3,317.46,761.9,0.2,150.83,"Bank Transfer"
"TXN-00000294","2024-06-29","QuickBuy","New York City","New York","East","Home Office","Groceries","Fruits",7,122.18,769.73,0.1,224.65,"Bank Transfer"
"TXN-00000876","2024-08-11","QuickBuy","Seattle","Washington","West","Consumer","Electronics","Appliances",3,517.99,1476.27,0.05,231.21,"Bank Transfer"
"TXN-00003320","2025-02-04","Metro Store","Charlotte","North Carolina","South","Consumer","Electronics","Appliances",3,588.85,1678.22,0.05,178.56,"Online Payment"
"TXN-00003200","2025-01-26","ValueHub","Philadelphia","Pennsylvania","East","Corporate","Groceries","Dairy",3,241.42,615.62,0.15,89.4,"Online Payment"
"TXN-00001715","2024-10-11","QuickBuy","Boston","Massachusetts","East","Consumer","Clothing","Kids",1,891.44,757.72,0.15,155.72,"Cash"
"TXN-00000634","2024-07-24","QuickBuy","Pittsburgh","Pennsylvania","East","Home Office","Electronics","Appliances",4,734.82,2792.32,0.05,705.94,"Bank Transfer"
"TXN-00004639","2025-05-14","QuickBuy","Philadelphia","Pennsylvania","East","Consumer","Clothing","Men",3,368.34,1049.77,0.05,300.15,"Credit Card"
"TXN-00002700","2024-12-22","QuickBuy","Atlanta","Georgia","South","Consumer","Home & Kitchen","Furniture",5,704.4,3345.9,0.05,467.46,"Cash"
"TXN-00000849","2024-08-09","ValueHub","Boston","Massachusetts","East","Consumer","Home & Kitchen","Utensils",5,614.58,2919.26,0.05,536.35,"Online Payment"
"TXN-00001106","2024-08-27","Metro Store","Pittsburgh","Pennsylvania","East","Corporate","Clothing","Women",4,326.0,1108.4,0.15,137.45,"Cash"
"TXN-00003970","2025-03-26","Urban Mart","Boston","Massachusetts","East","Consumer","Home & Kitchen","Utensils",6,662.87,3181.78,0.2,394.8,"Cash"
"TXN-00003534","2025-02-20","Metro Store","Las Vegas","Nevada","West","Corporate","Clothing","Men",3,471.93,1203.42,0.15,339.37,"Bank Transfer"
"TXN-00001828","2024-10-18","Metro Store","Grand Rapids","Michigan","Central","Corporate","Electronics","Appliances",4,423.54,1355.33,0.2,338.57,"Online Payment"
"TXN-00001587","2024-10-03","ShopEase","Seattle","Washington","West","Corporate","Electronics","Accessories",5,742.37,2969.48,0.2,723.98,"Cash"
"TXN-00000910","2024-08-13","Metro Store","Atlanta","Georgia","South","Corporate","Clothing","Women",2,617.76,1235.52,0.0,283.08,"Bank Transfer"
"TXN-00002410","2024-12-02","Urban Mart","Buffalo","New York","East","Corporate","Groceries","Fruits",5,250.25,1251.25,0.0,346.15,"Cash"
"TXN-00001092","2024-08-26","ShopEase","San Francisco","California","West","Home Office","Clothing","Women",8,547.81,3725.11,0.15,400.75,"Bank Transfer"
"TXN-00001207","2024-09-04","ValueHub","Las Vegas","Nevada","West","Home Office","Clothing","Men",5,929.29,4181.8,0.1,784.03,"Cash"
"TXN-00004898","2025-06-01","Urban Mart","Spokane","Washington","West","Corporate","Home & Kitchen","Decor",5,579.43,2462.58,0.15,463.91,"Online Payment"
"TXN-00004861","2025-05-30","ShopEase","Detroit","Michigan","Central","Corporate","Clothing","Kids",3,443.08,1196.32,0.1,217.48,"Credit Card"
"TXN-00002761","2024-12-26","Urban Mart","Orlando","Florida","South","Consumer","Electronics","Phones",4,593.96,2257.05,0.05,449.93,"Credit Card"
"TXN-00001287","2024-09-11","Metro Store","Philadelphia","Pennsylvania","East","Corporate","Clothing","Women",2,721.18,1298.12,0.1,315.65,"Online Payment"
"TXN-00004757","2025-05-22","QuickBuy","Savannah","Georgia","South","Consumer","Clothing","Men",6,442.44,2654.64,0.0,386.44,"Cash"
"TXN-00000597","2024-07-21","ShopEase","Worcester","Massachusetts","East","Corporate","Clothing","Women",5,559.23,2656.34,0.05,452.39,"Credit Card"
"TXN-00004881","2025-05-31","Urban Mart","Buffalo","New York","East","Home Office","Groceries","Fruits",7,342.58,2398.06,0.0,675.09,"Bank Transfer"
"TXN-00003059","2025-01-16","ValueHub","Worcester","Massachusetts","East","Consumer","Home & Kitchen","Decor",7,788.21,5517.47,0.0,1364.58,"Credit Card"
"TXN-00001796","2024-10-16","Metro Store","New York City","New York","East","Corporate","Groceries","Dairy",5,425.93,2129.65,0.0,279.6,"Bank Transfer"
"TXN-00003512","2025-02-19","Urban Mart","Philadelphia","Pennsylvania","East","Corporate","Home & Kitchen","Furniture",6,291.43,1573.72,0.1,361.86,"Bank Transfer"
"TXN-00002852","2025-01-02","Metro Store","Buffalo","New York","East","Home Office","Electronics","Phones",8,679.11,4889.59,0.1,865.57,"Online Payment"
"TXN-00002261","2024-11-21","ShopEase","Philadelphia","Pennsylvania","East","Corporate","Home & Kitchen","Decor",5,527.52,2373.84,0.1,503.82,"Credit Card"
"TXN-00002305","2024-11-24","ShopEase","Dallas","Texas","Central","Home Office","Clothing","Men",7,454.3,2862.09,0.1,567.55,"Credit Card"
"TXN-00002460","2024-12-05","ValueHub","Savannah","Georgia","South","Home Office","Groceries","Vegetables",4,40.65,146.34,0.1,25.45,"Cash"
"TXN-00001421","2024-09-21","Urban Mart","Buffalo","New York","East","Corporate","Electronics","Accessories",4,995.97,3386.3,0.15,714.71,"Cash"
"TXN-00001196","2024-09-03","ValueHub","New York City","New York","East","Home Office","Groceries","Vegetables",6,941.61,4802.21,0.15,533.99,"Cash"
"TXN-00004994","2025-06-08","QuickBuy","Reno","Nevada","West","Home Office","Home & Kitchen","Furniture",5,483.46,2054.7,0.15,560.14,"Bank Transfer"
"TXN-00001704","2024-10-10","QuickBuy","Savannah","Georgia","South","Corporate","Groceries","Vegetables",6,11.1,63.27,0.05,8.93,"Online Payment"
"TXN-00003799","2025-03-13","Metro Store","Springfield","Illinois","Central","Corporate","Home & Kitchen","Decor",4,669.1,2542.58,0.05,617.32,"Online Payment"
"TXN-00002398","2024-12-01","ValueHub","Springfield","Illinois","Central","Consumer","Electronics","Accessories",7,447.55,3132.85,0.0,327.25,"Online Payment"
"TXN-00004862","2025-05-30","Urban Mart","Atlanta","Georgia","South","Corporate","Clothing","Men",7,310.22,1845.81,0.15,235.62,"Cash"
"TXN-00003996","2025-03-28","QuickBuy","Raleigh","North Carolina","South","Consumer","Clothing","Women",1,250.58,200.46,0.2,52.2,"Credit Card"
"TXN-00000700","2024-07-30","QuickBuy","Worcester","Massachusetts","East","Consumer","Electronics","Phones",4,601.06,1923.39,0.2,369.78,"Bank Transfer"
"TXN-00004565","2025-05-09","Urban Mart","Buffalo","New York","East","Home Office","Electronics","Accessories",6,597.1,3045.21,0.15,435.68,"Credit Card"
"TXN-00004102","2025-04-06","QuickBuy","Atlanta","Georgia","South","Consumer","Clothing","Men",5,660.74,2642.96,0.2,764.25,"Online Payment"
"TXN-00000619","2024-07-23","Metro Store","Seattle","Washington","West","Consumer","Groceries","Snacks",5,272.77,1159.27,0.15,194.91,"Online Payment"
"TXN-00003187","2025-01-25","QuickBuy","Chicago","Illinois","Central","Home Office","Groceries","Vegetables",7,538.59,3016.1,0.2,562.42,"Bank Transfer"
"TXN-00000441","2024-07-10","ValueHub","Raleigh","North Carolina","South","Home Office","Home & Kitchen","Utensils",7,816.23,5427.93,0.05,1226.16,"Bank Transfer"
"TXN-00002244","2024-11-20","Metro Store","Spokane","Washington","West","Corporate","Electronics","Appliances",1,210.81,189.73,0.1,56.16,"Online Payment"
"TXN-00001197","2024-09-03","Urban Mart","Chicago","Illinois","Central","Corporate","Electronics","Appliances",4,416.98,1667.92,0.0,378.59,"Online Payment"
"TXN-00001716","2024-10-11","Metro Store","Grand Rapids","Michigan","Central","Consumer","Home & Kitchen","Furniture",6,753.92,4071.17,0.1,639.91,"Online Payment"
"TXN-00003535","2025-02-20","ShopEase","New York City","New York","East","Corporate","Clothing","Men",8,581.35,3720.64,0.2,403.25,"Bank Transfer"
"TXN-00002542","2024-12-11","ValueHub","Las Vegas","Nevada","West","Home Office","Home & Kitchen","Utensils",5,755.69,3022.76,0.2,543.52,"Credit Card"
"TXN-00002717","2024-12-23","QuickBuy","Los Angeles","California","West","Home Office","Electronics","Accessories",6,574.76,3276.13,0.05,510.89,"Online Payment"
"TXN-00003725","2025-03-06","QuickBuy","Savannah","Georgia","South","Consumer","Home & Kitchen","Decor",4,993.92,3379.33,0.15,820.82,"Online Payment"
"TXN-00002192","2024-11-16","Metro Store","Savannah","Georgia","South","Home Office","Electronics","Accessories",7,262.91,1472.3,0.2,371.93,"Bank Transfer"
"TXN-00002762","2024-12-26","Urban Mart","Spokane","Washington","West","Home Office","Clothing","Men",4,172.37,689.48,0.0,84.86,"Online Payment"
"TXN-00004258","2025-04-17","Urban Mart","Los Angeles","California","West","Home Office","Clothing","Men",6,492.62,2364.58,0.2,543.65,"Bank Transfer"
"TXN-00002526","2024-12-10","QuickBuy","Spokane","Washington","West","Corporate","Home & Kitchen","Utensils",4,891.81,2853.79,0.2,616.5,"Cash"
"TXN-00000620","2024-07-23","Metro Store","San Francisco","California","West","Consumer","Clothing","Kids",5,644.94,2902.23,0.1,553.08,"Online Payment"
"TXN-00000736","2024-08-02","QuickBuy","Chicago","Illinois","Central","Corporate","Clothing","Kids",10,648.64,6486.4,0.0,1686.64,"Online Payment"
"TXN-00000779","2024-08-05","Urban Mart","Houston","Texas","Central","Corporate","Clothing","Kids",8,546.08,3494.91,0.2,779.98,"Cash"
"TXN-00004758","2025-05-22","Urban Mart","New York City","New York","East","Home Office","Groceries","Vegetables",4,547.57,1861.74,0.15,249.84,"Bank Transfer"
"TXN-00000994","2024-08-19","ValueHub","Orlando","Florida","South","Corporate","Home & Kitchen","Utensils",6,306.24,1653.7,0.1,266.74,"Bank Transfer"
"TXN-00003927","2025-03-23","ValueHub","New York City","New York","East","Consumer","Groceries","Snacks",9,305.72,2613.91,0.05,777.82,"Cash"
"TXN-00002052","2024-11-05","Urban Mart","Las Vegas","Nevada","West","Corporate","Groceries","Dairy",4,520.17,1664.54,0.2,317.7,"Credit Card"
"TXN-00001750","2024-10-13","QuickBuy","Boston","Massachusetts","East","Consumer","Electronics","Phones",5,183.3,733.2,0.2,88.89,"Credit Card"
"TXN-00002306","2024-11-24","Metro Store","Pittsburgh","Pennsylvania","East","Consumer","Electronics","Accessories",5,13.52,60.84,0.1,11.69,"Credit Card"
"TXN-00004287","2025-04-19","ShopEase","Atlanta","Georgia","South","Home Office","Home & Kitchen","Decor",5,733.77,3301.96,0.1,774.75,"Bank Transfer"
"TXN-00004552","2025-05-08","Metro Store","Grand Rapids","Michigan","Central","Consumer","Clothing","Kids",3,660.32,1881.91,0.05,289.52,"Cash"
"TXN-00000464","2024-07-12","ValueHub","Worcester","Massachusetts","East","Home Office","Home & Kitchen","Furniture",4,538.02,1936.87,0.1,557.1,"Credit Card"
"TXN-00002444","2024-12-04","ShopEase","Reno","Nevada","West","Corporate","Clothing","Women",5,857.62,4288.1,0.0,869.21,"Cash"
"TXN-00003736","2025-03-07","QuickBuy","Boston","Massachusetts","East","Home Office","Groceries","Dairy",5,330.9,1654.5,0.0,477.6,"Online Payment"
"TXN-00000609","2024-07-22","Urban Mart","Spokane","Washington","West","Corporate","Clothing","Kids",5,930.84,3723.36,0.2,604.18,"Online Payment"
"TXN-00003762","2025-03-10","ShopEase","Charlotte","North Carolina","South","Home Office","Electronics","Accessories",4,860.76,3098.74,0.1,499.99,"Cash"
"TXN-00002836","2025-01-01","Urban Mart","San Francisco","California","West","Corporate","Clothing","Women",4,305.61,1222.44,0.0,263.09,"Online Payment"
"TXN-00002666","2024-12-20","ShopEase","Reno","Nevada","West","Home Office","Home & Kitchen","Decor",4,696.97,2230.3,0.2,492.62,"Online Payment"
"TXN-00004381","2025-04-27","Urban Mart","Orlando","Florida","South","Consumer","Groceries","Snacks",5,478.0,1912.0,0.2,232.45,"Credit Card"
"TXN-00002763","2024-12-26","QuickBuy","San Francisco","California","West","Corporate","Electronics","Appliances",7,352.92,2346.92,0.05,505.39,"Cash"
"TXN-00003002","2025-01-12","QuickBuy","New York City","New York","East","Home Office","Electronics","Appliances",8,835.77,6686.16,0.0,1985.69,"Cash"
"TXN-00004259","2025-04-17","QuickBuy","Chicago","Illinois","Central","Corporate","Home & Kitchen","Utensils",9,297.77,2679.93,0.0,409.6,"Online Payment"
"TXN-00003750","2025-03-09","Urban Mart","San Francisco","California","West","Home Office","Groceries","Dairy",2,476.67,762.67,0.2,130.13,"Credit Card"
"TXN-00000780","2024-08-05","Metro Store","Los Angeles","California","West","Home Office","Groceries","Fruits",1,400.11,380.1,0.05,54.74,"Bank Transfer"
"TXN-00003513","2025-02-19","Urban Mart","Grand Rapids","Michigan","Central","Corporate","Groceries","Snacks",5,578.38,2891.9,0.0,624.69,"Bank Transfer"
"TXN-00004927","2025-06-03","ShopEase","New York City","New York","East","Corporate","Home & Kitchen","Furniture",5,133.8,669.0,0.0,96.64,"Cash"
"TXN-00001781","2024-10-15","Urban Mart","Dallas","Texas","Central","Corporate","Groceries","Fruits",6,641.26,3462.8,0.1,745.63,"Online Payment"
"TXN-00004273","2025-04-18","ValueHub","Worcester","Massachusetts","East","Consumer","Groceries","Fruits",4,76.07,243.42,0.2,50.96,"Cash"
"TXN-00001248","2024-09-08","ShopEase","Grand Rapids","Michigan","Central","Corporate","Groceries","Fruits",1,573.33,544.66,0.05,118.73,"Cash"
"TXN-00002764","2024-12-26","QuickBuy","Grand Rapids","Michigan","Central","Home Office","Home & Kitchen","Decor",7,418.61,2930.27,0.0,520.37,"Bank Transfer"
"TXN-00001928","2024-10-26","QuickBuy","Houston","Texas","Central","Consumer","Clothing","Kids",10,459.37,3904.64,0.15,797.26,"Bank Transfer"
"TXN-00000401","2024-07-07","ValueHub","Las Vegas","Nevada","West","Corporate","Groceries","Snacks",1,426.22,426.22,0.0,126.89,"Online Payment"
"TXN-00003485","2025-02-17","Urban Mart","Boston","Massachusetts","East","Consumer","Electronics","Appliances",3,493.32,1479.96,0.0,202.86,"Credit Card"
"TXN-00004186","2025-04-12","QuickBuy","Grand Rapids","Michigan","Central","Consumer","Groceries","Fruits",6,366.18,2087.23,0.05,232.92,"Bank Transfer"
"TXN-00002245","2024-11-20","ShopEase","Spokane","Washington","West","Home Office","Home & Kitchen","Utensils",4,235.38,753.22,0.2,217.75,"Credit Card"
"TXN-00004132","2025-04-08","Urban Mart","Boston","Massachusetts","East","Consumer","Groceries","Dairy",3,34.18,102.54,0.0,14.62,"Bank Transfer"
"TXN-00004200","2025-04-13","ValueHub","Spokane","Washington","West","Home Office","Home & Kitchen","Decor",9,367.55,2811.76,0.15,489.01,"Credit Card"
"TXN-00000057","2024-06-13","ShopEase","Savannah","Georgia","South","Corporate","Clothing","Men",6,662.36,3974.16,0.0,1173.29,"Online Payment"
"TXN-00004187","2025-04-12","Metro Store","Pittsburgh","Pennsylvania","East","Home Office","Groceries","Snacks",2,454.0,862.6,0.05,235.51,"Bank Transfer"
"TXN-00001219","2024-09-05","ValueHub","Worcester","Massachusetts","East","Home Office","Home & Kitchen","Decor",7,261.57,1647.89,0.1,421.99,"Online Payment"
"TXN-00003905","2025-03-21","ShopEase","San Francisco","California","West","Home Office","Clothing","Kids",3,695.09,1981.01,0.05,439.96,"Online Payment"
"TXN-00003351","2025-02-06","Urban Mart","Orlando","Florida","South","Corporate","Electronics","Accessories",5,850.6,4253.0,0.0,611.58,"Online Payment"
"TXN-00001005","2024-08-20","ValueHub","Worcester","Massachusetts","East","Corporate","Clothing","Kids",5,827.29,4136.45,0.0,681.98,"Online Payment"
"TXN-00004311","2025-04-21","ShopEase","Las Vegas","Nevada","West","Corporate","Home & Kitchen","Decor",4,458.04,1465.73,0.2,373.29,"Cash"
"TXN-00001408","2024-09-20","QuickBuy","Grand Rapids","Michigan","Central","Corporate","Electronics","Phones",6,622.71,3736.26,0.0,703.91,"Cash"
"TXN-00001021","2024-08-21","Metro Store","Los Angeles","California","West","Home Office","Clothing","Women",4,638.01,2424.44,0.05,548.48,"Credit Card"
"TXN-00003295","2025-02-02","ValueHub","Buffalo","New York","East","Consumer","Home & Kitchen","Decor",6,594.69,2854.51,0.2,303.09,"Credit Card"
"TXN-00002823","2024-12-31","ShopEase","San Francisco","California","West","Home Office","Groceries","Dairy",1,571.7,543.12,0.05,144.86,"Bank Transfer"
"TXN-00001107","2024-08-27","ShopEase","Chicago","Illinois","Central","Corporate","Groceries","Dairy",4,691.5,2766.0,0.0,534.05,"Cash"
"TXN-00001929","2024-10-26","QuickBuy","Raleigh","North Carolina","South","Corporate","Electronics","Accessories",9,751.59,5749.66,0.15,1402.98,"Cash"
"TXN-00001292","2024-09-12","ValueHub","Raleigh","North Carolina","South","Consumer","Groceries","Fruits",2,674.05,1348.1,0.0,156.37,"Cash"
"TXN-00003171","2025-01-24","ShopEase","Worcester","Massachusetts","East","Corporate","Electronics","Accessories",5,485.32,2062.61,0.15,603.24,"Credit Card"
"TXN-00003486","2025-02-17","Metro Store","Charlotte","North Carolina","South","Home Office","Clothing","Women",1,964.51,916.28,0.05,123.38,"Online Payment"
"TXN-00004201","2025-04-13","Metro Store","Philadelphia","Pennsylvania","East","Consumer","Clothing","Men",7,382.84,2411.89,0.1,443.91,"Credit Card"
"TXN-00000701","2024-07-30","Urban Mart","Springfield","Illinois","Central","Home Office","Home & Kitchen","Decor",4,612.75,2328.45,0.05,533.57,"Credit Card"
"TXN-00001422","2024-09-21","QuickBuy","Chicago","Illinois","Central","Home Office","Groceries","Vegetables",2,893.75,1608.75,0.1,333.73,"Credit Card"
"TXN-00004950","2025-06-05","ShopEase","Springfield","Illinois","Central","Home Office","Electronics","Accessories",3,650.02,1560.05,0.2,384.88,"Bank Transfer"
"TXN-00002210","2024-11-17","Urban Mart","Orlando","Florida","South","Home Office","Clothing","Men",7,800.34,4762.02,0.15,490.74,"Bank Transfer"
"TXN-00000795","2024-08-06","Urban Mart","Chicago","Illinois","Central","Corporate","Electronics","Accessories",3,492.85,1478.55,0.0,185.07,"Cash"
"TXN-00001208","2024-09-04","ValueHub","Philadelphia","Pennsylvania","East","Home Office","Groceries","Vegetables",2,781.78,1563.56,0.0,429.66,"Cash"
"TXN-00002289","2024-11-23","Urban Mart","Spokane","Washington","West","Corporate","Electronics","Appliances",1,668.66,568.36,0.15,140.35,"Cash"
"TXN-00004018","2025-03-30","Metro Store","San Francisco","California","West","Consumer","Clothing","Men",7,375.2,2495.08,0.05,515.15,"Online Payment"
"TXN-00001526","2024-09-29","ShopEase","Atlanta","Georgia","South","Corporate","Clothing","Kids",4,442.6,1593.36,0.1,362.44,"Cash"
"TXN-00002681","2024-12-21","QuickBuy","Springfield","Illinois","Central","Corporate","Groceries","Fruits",5,204.71,921.2,0.1,226.06,"Credit Card"
"TXN-00003296","2025-02-02","Urban Mart","Miami","Florida","South","Corporate","Home & Kitchen","Utensils",5,173.74,738.4,0.15,155.4,"Online Payment"
"TXN-00000212","2024-06-23","QuickBuy","Pittsburgh","Pennsylvania","East","Consumer","Home & Kitchen","Decor",2,802.43,1604.86,0.0,379.11,"Online Payment"
"TXN-00002506","2024-12-08","ValueHub","Boston","Massachusetts","East","Corporate","Clothing","Kids",10,791.7,6729.45,0.15,1220.31,"Credit Card"
"TXN-00001568","2024-10-02","Urban Mart","Springfield","Illinois","Central","Consumer","Home & Kitchen","Furniture",6,312.39,1593.19,0.15,177.25,"Online Payment"
"TXN-00003472","2025-02-16","QuickBuy","San Francisco","California","West","Home Office","Home & Kitchen","Decor",5,536.92,2684.6,0.0,702.12,"Bank Transfer"
"TXN-00001249","2024-09-08","Urban Mart","San Francisco","California","West","Consumer","Clothing","Women",10,551.82,5518.2,0.0,573.46,"Online Payment"
"TXN-00003568","2025-02-22","ValueHub","Charlotte","North Carolina","South","Home Office","Groceries","Fruits",5,654.26,2617.04,0.2,569.36,"Bank Transfer"
"TXN-00002991","2025-01-11","Urban Mart","Los Angeles","California","West","Corporate","Clothing","Kids",2,506.89,963.09,0.05,109.41,"Online Payment"
"TXN-00001991","2024-10-30","QuickBuy","San Francisco","California","West","Corporate","Groceries","Fruits",1,619.11,526.24,0.15,115.28,"Bank Transfer"
"TXN-00001539","2024-09-30","QuickBuy","Los Angeles","California","West","Corporate","Clothing","Kids",4,853.14,3241.93,0.05,598.73,"Credit Card"
"TXN-00003084","2025-01-18","Urban Mart","Los Angeles","California","West","Home Office","Home & Kitchen","Furniture",8,428.02,2739.33,0.2,588.34,"Credit Card"
"TXN-00002193","2024-11-16","ValueHub","Buffalo","New York","East","Home Office","Home & Kitchen","Furniture",5,457.02,2170.84,0.05,226.3,"Cash"
"TXN-00001914","2024-10-25","ValueHub","Houston","Texas","Central","Home Office","Groceries","Fruits",5,783.02,3719.34,0.05,979.09,"Online Payment"
"TXN-00004519","2025-05-06","Urban Mart","Houston","Texas","Central","Home Office","Home & Kitchen","Decor",2,193.62,387.24,0.0,47.43,"Online Payment"
"TXN-00003928","2025-03-23","ValueHub","Spokane","Washington","West","Corporate","Home & Kitchen","Decor",1,602.31,481.85,0.2,89.73,"Online Payment"
"TXN-00004028","2025-03-31","Urban Mart","Philadelphia","Pennsylvania","East","Home Office","Home & Kitchen","Furniture",4,663.37,2653.48,0.0,355.52,"Cash"
"TXN-00000970","2024-08-17","QuickBuy","Seattle","Washington","West","Home Office","Home & Kitchen","Decor",4,356.97,1142.3,0.2,172.24,"Online Payment"
"TXN-00001170","2024-09-01","QuickBuy","Houston","Texas","Central","Home Office","Groceries","Snacks",7,399.05,2234.68,0.2,388.6,"Cash"
"TXN-00004076","2025-04-04","ShopEase","Orlando","Florida","South","Consumer","Electronics","Appliances",5,538.77,2559.16,0.05,271.87,"Bank Transfer"
"TXN-00003751","2025-03-09","ShopEase","Seattle","Washington","West","Corporate","Groceries","Fruits",5,586.55,2786.11,0.05,637.29,"Online Payment"
"TXN-00003277","2025-02-01","Urban Mart","San Francisco","California","West","Home Office","Clothing","Kids",7,545.99,3057.54,0.2,433.44,"Cash"
"TXN-00001540","2024-09-30","Urban Mart","Worcester","Massachusetts","East","Consumer","Home & Kitchen","Decor",4,252.7,909.72,0.1,167.56,"Online Payment"
"TXN-00002142","2024-11-12","Metro Store","Springfield","Illinois","Central","Home Office","Electronics","Appliances",4,520.56,1978.13,0.05,494.04,"Cash"
"TXN-00003408","2025-02-10","Urban Mart","Seattle","Washington","West","Corporate","Electronics","Appliances",5,249.28,1184.08,0.05,343.93,"Online Payment"
"TXN-00002290","2024-11-23","QuickBuy","Pittsburgh","Pennsylvania","East","Home Office","Groceries","Vegetables",6,232.92,1327.64,0.05,289.56,"Online Payment"
"TXN-00003278","2025-02-01","ValueHub","Orlando","Florida","South","Consumer","Electronics","Accessories",3,531.42,1594.26,0.0,179.01,"Online Payment"
"TXN-00000430","2024-07-09","Metro Store","Los Angeles","California","West","Home Office","Home & Kitchen","Utensils",7,467.05,3105.88,0.05,859.77,"Online Payment"
"TXN-00003487","2025-02-17","Urban Mart","Las Vegas","Nevada","West","Home Office","Clothing","Kids",2,743.85,1413.32,0.05,210.13,"Online Payment"
"TXN-00001409","2024-09-20","Urban Mart","Springfield","Illinois","Central","Corporate","Groceries","Dairy",1,904.66,904.66,0.0,148.33,"Credit Card"
"TXN-00001250","2024-09-08","Metro Store","San Francisco","California","West","Home Office","Clothing","Kids",5,890.85,3786.11,0.15,667.13,"Bank Transfer"
"TXN-00004332","2025-04-23","Metro Store","Detroit","Michigan","Central","Consumer","Home & Kitchen","Furniture",3,392.63,1060.1,0.1,112.68,"Credit Card"
"TXN-00003071","2025-01-17","Urban Mart","Reno","Nevada","West","Consumer","Home & Kitchen","Furniture",9,681.01,4903.27,0.2,714.14,"Cash"
"TXN-00004706","2025-05-18","ValueHub","Buffalo","New York","East","Corporate","Groceries","Dairy",5,577.83,2889.15,0.0,832.65,"Cash"
"TXN-00004863","2025-05-30","Metro Store","Atlanta","Georgia","South","Corporate","Clothing","Kids",5,688.34,3269.62,0.05,604.69,"Bank Transfer"
"TXN-00001348","2024-09-16","ValueHub","Savannah","Georgia","South","Home Office","Clothing","Men",6,844.44,4306.64,0.15,1054.34,"Bank Transfer"
"TXN-00001500","2024-09-26","Metro Store","Raleigh","North Carolina","South","Home Office","Electronics","Appliances",4,628.45,2513.8,0.0,553.19,"Cash"
"TXN-00000280","2024-06-28","ShopEase","Raleigh","North Carolina","South","Home Office","Groceries","Vegetables",10,35.14,351.4,0.0,99.28,"Online Payment"
"TXN-00000561","2024-07-18","ValueHub","Springfield","Illinois","Central","Corporate","Home & Kitchen","Decor",4,585.66,2342.64,0.0,477.34,"Online Payment"
"TXN-00003997","2025-03-28","ShopEase","Boston","Massachusetts","East","Home Office","Clothing","Women",4,733.15,2932.6,0.0,527.99,"Online Payment"
"TXN-00002319","2024-11-25","Metro Store","San Francisco","California","West","Corporate","Home & Kitchen","Decor",4,336.59,1144.41,0.15,123.23,"Credit Card"
"TXN-00001527","2024-09-29","Urban Mart","Worcester","Massachusetts","East","Corporate","Home & Kitchen","Decor",4,358.01,1145.63,0.2,156.11,"Bank Transfer"
"TXN-00002489","2024-12-07","Metro Store","Seattle","Washington","West","Corporate","Home & Kitchen","Decor",4,498.92,1696.33,0.15,217.54,"Online Payment"
"TXN-00001423","2024-09-21","ValueHub","Buffalo","New York","East","Home Office","Clothing","Women",5,696.39,3133.76,0.1,326.87,"Bank Transfer"
"TXN-00004967","2025-06-06","ValueHub","Raleigh","North Carolina","South","Consumer","Home & Kitchen","Decor",5,208.18,884.77,0.15,201.09,"Online Payment"
"TXN-00001182","2024-09-02","Urban Mart","Springfield","Illinois","Central","Home Office","Groceries","Vegetables",8,273.16,1748.22,0.2,373.55,"Bank Transfer"
"TXN-00003771","2025-03-11","Metro Store","Philadelphia","Pennsylvania","East","Consumer","Clothing","Women",3,85.26,204.62,0.2,37.69,"Cash"
"TXN-00004167","2025-04-11","Metro Store","Seattle","Washington","West","Consumer","Home & Kitchen","Decor",8,240.36,1730.59,0.1,479.75,"Cash"
"TXN-00002461","2024-12-05","QuickBuy","Dallas","Texas","Central","Corporate","Groceries","Snacks",4,340.92,1159.13,0.15,198.1,"Bank Transfer"
"TXN-00000022","2024-06-10","ValueHub","Los Angeles","California","West","Corporate","Home & Kitchen","Decor",1,698.25,558.6,0.2,165.22,"Online Payment"
"TXN-00002637","2024-12-18","ShopEase","Dallas","Texas","Central","Consumer","Electronics","Appliances",3,895.33,2417.39,0.1,609.75,"Online Payment"
"TXN-00000265","2024-06-27","ValueHub","Grand Rapids","Michigan","Central","Corporate","Groceries","Vegetables",7,131.97,877.6,0.05,192.09,"Cash"
"TXN-00004461","2025-05-03","QuickBuy","Springfield","Illinois","Central","Corporate","Groceries","Fruits",7,827.22,4632.43,0.2,613.08,"Bank Transfer"
"TXN-00000610","2024-07-22","ShopEase","Charlotte","North Carolina","South","Corporate","Home & Kitchen","Utensils",5,486.68,2433.4,0.0,300.67,"Online Payment"
"TXN-00001838","2024-10-19","ValueHub","Las Vegas","Nevada","West","Corporate","Home & Kitchen","Furniture",7,855.51,5090.28,0.15,972.8,"Online Payment"
"TXN-00004274","2025-04-18","ShopEase","Grand Rapids","Michigan","Central","Consumer","Groceries","Vegetables",7,651.96,4335.53,0.05,721.89,"Credit Card"
